Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,Embedded_text_1,links,links_title,conteo_links,hashtags,conteo_hashtags,menciones,conteo_menciones,emojis,conteo_emojis,RT,conteo_RT,sentiment,sentiment_score
1123,Banco Davivienda,@davivienda,2021-12-16T19:36:10.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@hallucination_l
Buenas tardes, Sra. Lorena. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471564828519063558,"En respuesta a  @hallucination_l Buenas tardes, Sra. Lorena. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos. Saludos.",[],,0,[],0,['@hallucination_l'],1,[],0,[],0,1 star,0.2690555453300476
1124,Banco Davivienda,@davivienda,2021-12-16T21:27:18.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@GinaSaboyal
Buenas tardes, Sra. Gina. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor contáctenos por mensaje privado y con gusto lo validaremos. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471592798772072452,"En respuesta a  @GinaSaboyal Buenas tardes, Sra. Gina. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor contáctenos por mensaje privado y con gusto lo validaremos. Quedamos atentos.",[],,0,[],0,['@ginasaboyal'],1,[],0,[],0,4 stars,0.4184859097003937
1125,Banco Davivienda,@davivienda,2021-12-16T17:07:13.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Negriet
Buenas tardes. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
1",,1.0,,,[],https://twitter.com/Davivienda/status/1471527346796576770,"En respuesta a  @Negriet Buenas tardes. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. ",[],,0,[],0,['@negriet'],1,[],0,[],0,4 stars,0.33376345038414
1126,Banco Davivienda,@davivienda,2021-12-16T17:28:43.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@HERNANDEZHERMES
Buenas tardes, Sr. Hermes. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471532757159342083,"En respuesta a  @HERNANDEZHERMES Buenas tardes, Sr. Hermes. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos.",[],,0,[],0,['@hernandezhermes'],1,[],0,[],0,4 stars,0.39086899161338806
1127,Banco Davivienda,@davivienda,2021-12-16T16:50:26.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Melissaceball
Buenos días, Sra. Melissa. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471523121307914240,"En respuesta a  @Melissaceball Buenos días, Sra. Melissa. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.",[],,0,[],0,['@melissaceball'],1,[],0,[],0,5 stars,0.33989331126213074
1128,Banco Davivienda,@davivienda,2021-12-16T13:38:13.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@totogomez25
Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
2",,2.0,,,[],https://twitter.com/Davivienda/status/1471474748861255680,"En respuesta a  @totogomez25 Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. ",[],,0,[],0,['@totogomez25'],1,[],0,[],0,5 stars,0.37002143263816833
1129,Banco Davivienda,@davivienda,2021-12-16T04:12:06.000Z,"Banco Davivienda
@Davivienda
·
15 dic.","En respuesta a 
@NbaNata
Buenas noches. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Feliz noche.",,,,,[],https://twitter.com/Davivienda/status/1471332279116959748,"En respuesta a  @NbaNata Buenas noches. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Feliz noche.",[],,0,[],0,['@nbanata'],1,[],0,[],0,5 stars,0.50259929895401
1130,Banco Davivienda,@davivienda,2021-12-16T16:17:27.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@Krn_sbe
Buenas tardes, Sra. Karen. Lamentamos los inconvenientes. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.
2",,,,2,[],https://twitter.com/Davivienda/status/1471514821786890245,"En respuesta a  @Krn_sbe Buenas tardes, Sra. Karen. Lamentamos los inconvenientes. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos. ",[],,0,[],0,['@krn_sbe'],1,[],0,[],0,5 stars,0.3579038679599762
1131,Banco Davivienda,@davivienda,2021-12-16T16:54:50.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@lupitaesfeliz
Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1471524230831378433,"En respuesta a  @lupitaesfeliz Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",[],,0,[],0,['@lupitaesfeliz'],1,[],0,[],0,5 stars,0.37142446637153625
1132,Banco Davivienda,@davivienda,2021-12-16T16:17:05.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@caraleo
Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1471514729763905541,"En respuesta a  @caraleo Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.",[],,0,[],0,['@caraleo'],1,[],0,[],0,5 stars,0.332762748003006
1133,Banco Davivienda,@davivienda,2021-12-16T16:12:27.000Z,"Banco Davivienda
@Davivienda
·
16 dic.","En respuesta a 
@NelsonSanAmay
Buenos días, Sr. Nelson. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Feliz día.",,,,,[],https://twitter.com/Davivienda/status/1471513563218907144,"En respuesta a  @NelsonSanAmay Buenos días, Sr. Nelson. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Feliz día.",[],,0,[],0,['@nelsonsanamay'],1,[],0,[],0,5 stars,0.5239920616149902
1134,Wilson Arias,@wilsonariasc,2021-12-17T10:20:00.000Z,"Wilson Arias
@wilsonariasc
·
17 dic.","He conocido de primera mano un caso en el que funcionarios de 
@Davivienda
, con aparente falsificación de firmas, cambiaron cláusulas de un contrato de promesa de compraventa y se terminaron beneficiando de más de $1.000 millones de pesos. Hacen y desasen sin que nadie los vigile.
87
1,5 mil
2,5 mil",,87.0,"1,5 mil","2,5 mil",[],https://twitter.com/wilsonariasc/status/1471787252963368962,"He conocido de primera mano un caso en el que funcionarios de  @Davivienda , con aparente falsificación de firmas, cambiaron cláusulas de un contrato de promesa de compraventa y se terminaron beneficiando de más de $1.000 millones de pesos. Hacen y desasen sin que nadie los vigile.  ,5 mil ,5 mil",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.803068220615387
1135,CHAMBACULERO,@benedettlora,2021-12-17T11:41:43.000Z,"CHAMBACULERO
@BenedettLora
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
El sector financiero y fondos privados con licencia para delinquir.
7
13",,,7,13,[],https://twitter.com/BenedettLora/status/1471807817392791557,En respuesta a  @wilsonariasc y  @Davivienda El sector financiero y fondos privados con licencia para delinquir.  ,[],,0,[],0,"['@wilsonariasc', '@davivienda']",2,[],0,[],0,1 star,0.42816388607025146
1136,MiPlaneta,@oasisp18,2021-12-17T16:35:17.000Z,"MiPlaneta
@oasisP18
·
17 dic.","Ojo a esta  denuncia

 
@Davivienda
 
Corrupción...!!!??? en su interior?
Wilson Arias
@wilsonariasc
 · 17 dic.
He conocido de primera mano un caso en el que funcionarios de @Davivienda, con aparente falsificación de firmas, cambiaron cláusulas de un contrato de promesa de compraventa y se terminaron beneficiando de más de $1.000 millones de pesos. Hacen y desasen sin que nadie los vigile.
Mostrar este hilo
2
2",🌍 🌍 👀 👀 👀,,2,2,['https://pbs.twimg.com/profile_images/1311704340994895872/u4ppQ36F_mini.jpg'],https://twitter.com/oasisP18/status/1471881697704783879,"Ojo a esta  denuncia   @Davivienda  Corrupción...!!!??? en su interior? Wilson Arias @wilsonariasc · 17 dic. He conocido de primera mano un caso en el que funcionarios de @Davivienda, con aparente falsificación de firmas, cambiaron cláusulas de un contrato de promesa de compraventa y se terminaron beneficiando de más de $1.000 millones de pesos. Hacen y desasen sin que nadie los vigile. Mostrar este hilo  ",[],,0,[],0,"['@davivienda', '@wilsonariasc', '@davivienda']",3,[],0,[],0,1 star,0.8113389611244202
1137,Beatriz Torres,@beatriz14470382,2021-12-17T16:18:21.000Z,"Beatriz Torres
@Beatriz14470382
·
17 dic.","Urge re estructuración al interior del 
@CeDemocratico
! Lo Uribistas añoramos tener en sus filas a quienes no olviden los principios básicos: Trabajo, Seguridad Democrática, Confianza Inversionista! Los que no se ajusten, “están como Davivienda” 
16
115
252",😡,16.0,115,252,[],https://twitter.com/Beatriz14470382/status/1471877434182184966,"Urge re estructuración al interior del  @CeDemocratico ! Lo Uribistas añoramos tener en sus filas a quienes no olviden los principios básicos: Trabajo, Seguridad Democrática, Confianza Inversionista! Los que no se ajusten, “están como Davivienda”    ",[],,0,[],0,['@cedemocratico'],1,[],0,[],0,1 star,0.32800522446632385
1138,AM,@_maturana07,2021-12-17T02:43:32.000Z,"AM
@_Maturana07
·
16 dic.","Muchas veces me he sentido como davivienda por el hecho de no tomar, pero igual no me importa crear vínculos solo basados en fiestas.
4",🦁,,,4,[],https://twitter.com/_Maturana07/status/1471672380946886660,"Muchas veces me he sentido como davivienda por el hecho de no tomar, pero igual no me importa crear vínculos solo basados en fiestas. ",[],,0,[],0,[],0,[],0,[],0,2 stars,0.4164178669452667
1139,CatalinaC21,@c21catalina,2021-12-17T21:48:53.000Z,"CatalinaC21
@C21Catalina
·
17 dic.","Yo estoy solita porque siempre he estado como Davivienda
2",😒,,,2,[],https://twitter.com/C21Catalina/status/1471960616457940994,Yo estoy solita porque siempre he estado como Davivienda ,[],,0,[],0,[],0,[],0,[],0,5 stars,0.4293084442615509
1140,Gustavo Rodriguez,@gussyrodri,2021-12-17T02:15:33.000Z,"Gustavo Rodriguez
@gussyrodri
·
16 dic.","Como el exCEO de Davivienda y el Presidente de la SAC DICEN QUE EL AGUACATE ES BUEN NEGOCIO, es cierto. Cuando PETRO lo dijo era un mentiroso.
3",,,,3,[],https://twitter.com/gussyrodri/status/1471665337951305731,"Como el exCEO de Davivienda y el Presidente de la SAC DICEN QUE EL AGUACATE ES BUEN NEGOCIO, es cierto. Cuando PETRO lo dijo era un mentiroso. ",[],,0,[],0,[],0,[],0,[],0,3 stars,0.30215415358543396
1141,𝓙𝓪𝓱𝓮𝓵𝓲𝓼,@jahelisflorez6,2021-12-17T13:16:22.000Z,"𝓙𝓪𝓱𝓮𝓵𝓲𝓼
@Jahelisflorez6
·
17 dic.","Por esa razón, davivienda 4ever
MarioIván
@MarioGiraldoR
 · 16 dic.
Vivo con el miedo de salir a comer sin efectivo y justo cuando vaya a pagar se caiga la app de Bancolombia
1",🌟 🤪 🥑,,,1,['https://pbs.twimg.com/profile_images/1472311314269753356/qMDFHmhs_mini.jpg'],https://twitter.com/Jahelisflorez6/status/1471831638665400321,"Por esa razón, davivienda 4ever MarioIván @MarioGiraldoR · 16 dic. Vivo con el miedo de salir a comer sin efectivo y justo cuando vaya a pagar se caiga la app de Bancolombia ",[],,0,[],0,['@mariogiraldor'],1,[],0,[],0,1 star,0.6622781753540039
1142,eduard centeno,@eduardcenteno,2021-12-17T14:56:51.000Z,"eduard centeno
@eduardcenteno
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
En 
@Davivienda
 está pasando algo muy grave, no hay información en tiempo real, cuotas que se van directamente a ""capital"", no entregan info ni en la línea, ni en el chat, ni en las sucursales físicas.... 
@SFCsupervisor
1
6
12",,1.0,6,12,[],https://twitter.com/eduardcenteno/status/1471856923918094341,"En respuesta a  @wilsonariasc y  @Davivienda En  @Davivienda está pasando algo muy grave, no hay información en tiempo real, cuotas que se van directamente a ""capital"", no entregan info ni en la línea, ni en el chat, ni en las sucursales físicas....  @SFCsupervisor   ",[],,0,[],0,"['@wilsonariasc', '@davivienda', '@davivienda', '@sfcsupervisor']",4,[],0,[],0,1 star,0.5704033374786377
1143,Santiago,@almafuerteyvino,2021-12-17T20:20:19.000Z,"Santiago
@Almafuerteyvino
·
17 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
En 
@Davivienda
 y  
@DaviPlata
 roban que da miedo
2
1
4",,2.0,1,4,[],https://twitter.com/Almafuerteyvino/status/1471938327142146067,En respuesta a  @wilsonariasc y  @Davivienda En  @Davivienda y   @DaviPlata roban que da miedo   ,[],,0,[],0,"['@wilsonariasc', '@davivienda', '@davivienda', '@daviplata']",4,[],0,[],0,1 star,0.5386589765548706
1144,Helberth Escobar,@tripichinchin,2021-12-17T18:06:59.000Z,"Helberth Escobar
@tripichinchin
·
17 dic.","En respuesta a 
@wilsonariasc
 @MemoBastid
 y 
@Davivienda
Muchas muchas denuncias de esta entidad. Ya había denunciado en su momento 
@PaoHerreraC
 en esa corporación hay una banda criminal al interior, pero la gran duda es, por qué 
@Davivienda
 no la ha desmantelado? Serán cómplices  quien investiga.
7
23",🤔 🤔 🤔,,7,23,[],https://twitter.com/tripichinchin/status/1471904774132015107,"En respuesta a  @wilsonariasc @MemoBastid y  @Davivienda Muchas muchas denuncias de esta entidad. Ya había denunciado en su momento  @PaoHerreraC en esa corporación hay una banda criminal al interior, pero la gran duda es, por qué  @Davivienda no la ha desmantelado? Serán cómplices  quien investiga.  ",[],,0,[],0,"['@wilsonariasc', '@memobastid', '@davivienda', '@paoherrerac', '@davivienda']",5,[],0,[],0,1 star,0.46334612369537354
1145,Camilx,@pelosnecios23,2021-12-17T15:37:42.000Z,"Camilx
@PelosNecios23
·
17 dic.","Que miedo 
@Davivienda
Nathygat
@Nathygat7
 · 17 dic.
En respuesta a @wilsonariasc y @Davivienda
Conozco al menos 4 personas que por desgracia tienen cuentas de nómina con @Davivienda, pertenecen a la misma empresa y a las cuales les han sacado el sueldo completo este Diciembre, entre ellas está mi hermana. Son una vergüenza
1
1",,,1,1,['https://pbs.twimg.com/profile_images/1456989047168110596/QYBlvuvc_mini.jpg'],https://twitter.com/PelosNecios23/status/1471867205205872645,"Que miedo  @Davivienda Nathygat @Nathygat7 · 17 dic. En respuesta a @wilsonariasc y @Davivienda Conozco al menos 4 personas que por desgracia tienen cuentas de nómina con @Davivienda, pertenecen a la misma empresa y a las cuales les han sacado el sueldo completo este Diciembre, entre ellas está mi hermana. Son una vergüenza  ",[],,0,[],0,"['@davivienda', '@nathygat7', '@wilsonariasc', '@davivienda', '@davivienda']",5,[],0,[],0,1 star,0.919981837272644
1146,Monina,@luzmonina,2021-12-17T16:06:53.000Z,"Monina
@LuzMonina
·
17 dic.","En respuesta a 
@Nathygat7
 @wilsonariasc
 y 
@Davivienda
Aquí inmediatamente el banco te devuelve tu dinero, allí son unos SINVERGUENZAS.
1
11",,,1,11,[],https://twitter.com/LuzMonina/status/1471874548534587394,"En respuesta a  @Nathygat7 @wilsonariasc y  @Davivienda Aquí inmediatamente el banco te devuelve tu dinero, allí son unos SINVERGUENZAS.  ",[],,0,[],0,"['@nathygat7', '@wilsonariasc', '@davivienda']",3,[],0,[],0,1 star,0.8765594363212585
